ID,reflexrxnfeelings_1,reflexrxnfeelings_2,reflexrxnfeelings_3,reflexrxnfeelings_4,reflexrxnfeelings_5,reflexrxnfeelings_6,reflexrxnfeelings_7,A3factor_8,A3factor_9,A3factor_10,A3factor_11,A3factor_12,A3factor_13,A3factor_14,A3factor_15,A3factor_16,A3factor_17,A3factor_18,A3factor_19,A3factor_20,A3factor_21,A3factor_22,A3factor_23,A3factor_24,A3factor_26,A3factor_27,A3factor_28,A3factor_29,urgency_1,urgency_2,urgency_3,urgency_4,urgency_5,urgency_6,urgency_7,urgency_8,urgency_9,urgency_10,urgency_11,urgency_12,A3factor_57,A3factor_58,A3factor_59,A3factor_60,A3factor_61,A3factor_62,A3factor_63,A3factor_64,A3factor_65,A3factor_66,A3factor_67,A3factor_68,A3factor_69,A3factor_70,pum_1,pum_2,pum_3,pum_4,pum_5,pum_6,pum_7,urgency_1R,urgency_2R,urgency_3R,urgency_4R,urgency_5R,urgency_6R,urgency_7R,urgency_8R,urgency_9R,urgency_10R,urgency_12R,pum_1R,pum_2R,pum_3R,pum_4R,pum_5R,pum_6R,pum_7R,reflexrxnfeelings_1R,reflexrxnfeelings_2R,reflexrxnfeelings_3R,reflexrxnfeelings_4R,reflexrxnfeelings_5R,reflexrxnfeelings_6R,reflexrxnfeelings_7R,A3factor_67R,A3factor_69R,A3factor_70R,A3factor_28R,A3factor_29R,A3factor_24R,A3factor_26R,A3factor_27R,A3factor_58R,A3factor_66R,A3factor_8R,A3factor_9R,A3factor_10R,A3factor_11R,A3factor_13R,A3factor_14R,A3factor_15R,A3factor_16R,urgency,pum,Factor_FeelingsTrigger,Generalization,ReflexRxFeelings,SadParalysis,EmoColorWorld,Factor_PervInf,LowPerseverance,Distractability,Factor_LackFollowThrough
236,4,4,3,4,2,4,4,2,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,5,5,2,1,1,1,5,4,4,5,2,5,2,4,3,5,5,4,5,2,4,5,5,4,2,2,5,5,5,5,5,5,5,1,1,4,5,5,5,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,2,4,2,2,1,4,4,4,4,4,4,4,2,1,4,5,5,5,5,5,5,2,2.5,1,1.976190476,3.25,2.428571429,4,4,3.75,3.3,4.555555556,3.927777778
237,2,1,1,2,2,2,2,4,5,4,4,4,5,5,5,5,5,4,5,5,5,4,5,4,2,2,5,5,5,4,5,4,1,3,4,5,4,2,1,2,1,5,1,2,2,2,1,1,1,5,4,1,2,2,4,5,5,5,5,5,2,1,2,1,2,5,3,2,1,2,4,4,2,1,1,1,1,1,4,4,5,5,4,4,4,4,2,4,4,1,1,2,4,4,1,1,2,1,2,2,1,1,1,1,2.333333333,1.571428571,2.73015873,2.75,4.285714286,1,3.333333333,2.361111111,1.3,1.666666667,1.483333333
239,3,2,4,4,3,2,3,1,1,1,1,5,1,2,1,2,1,2,2,1,1,3,1,2,1,1,1,2,3,2,5,5,2,2,4,2,2,1,2,4,2,4,1,2,5,4,5,4,5,1,2,4,2,2,5,5,5,5,5,2,4,3,4,1,1,4,4,2,4,4,5,2,1,1,1,1,1,4,2,3,4,2,2,3,4,3,4,4,4,5,4,4,5,5,2,5,5,5,5,5,5,4,5,4,3,1.571428571,2.523809524,4,3,4.5,4.666666667,4.388888889,3.5,4.777777778,4.138888889
240,4,3,3,4,3,4,3,2,2,1,2,4,2,2,2,4,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,3,3,4,2,2,5,5,5,5,5,5,5,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,3,2,3,2,3,3,4,4,3,2,3,3,3,4,3,4,4,5,4,4,4,4,2,2.25,1,1.94047619,3.75,2.571428571,2.5,3,3.083333333,3.7,3.888888889,3.794444444
244,2,3,3,3,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,2,4,3,2,3,5,2,5,2,1,3,5,5,5,4,5,3,3,4,3,2,2,2,1,1,1,1,1,5,5,5,5,5,4,2,3,4,3,4,4,4,5,5,5,5,5,4,3,3,3,4,4,5,3,3,4,4,4,4,5,5,4,3,5,5,5,5,5,5,5,5,4.166666667,4.714285714,4.198412698,3.5,3.714285714,4,4.666666667,4.055555556,4,5,4.5
245,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,4,1,5,3,4,4,4,2,2,5,1,1,3,1,3,2,2,3,3,5,5,5,5,5,5,5,5,5,4,3,3,5,3,4,4,3,3,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4.583333333,3.571428571,4.28968254,4.75,4.714285714,5,5,4.916666667,3.6,4.555555556,4.077777778
246,4,3,4,3,5,4,2,1,1,1,1,2,2,2,3,2,2,1,3,2,2,2,3,3,2,2,3,3,4,4,3,3,3,4,4,4,5,5,2,2,1,3,2,2,3,2,2,3,3,4,5,2,4,4,2,4,3,4,4,4,4,2,2,3,3,3,2,2,2,1,1,4,4,2,3,2,2,2,2,2,3,2,3,1,2,4,1,2,2,3,3,3,4,4,3,2,5,5,5,5,4,4,3,4,2.25,2.428571429,2.369047619,1.75,2.428571429,3,3.666666667,2.805555556,2.3,4.111111111,3.205555556
248,5,5,4,5,5,5,3,3,4,2,2,2,3,2,2,3,4,2,4,4,2,4,4,3,2,2,4,5,5,5,5,5,5,5,4,4,5,5,2,5,1,5,2,1,2,1,2,3,1,2,4,3,2,2,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,4,4,2,1,3,4,4,1,4,3,2,4,4,3,4,4,3,1.25,1,1.226190476,3.25,1.428571429,1.5,3.666666667,2.805555556,1.8,3.222222222,2.511111111
249,4,4,4,4,2,2,2,1,2,2,2,2,2,4,3,4,1,1,2,2,1,2,2,1,1,1,1,2,4,4,2,2,2,4,2,2,4,4,4,4,2,4,2,2,2,2,2,2,2,4,1,5,1,1,5,5,5,5,5,5,2,2,2,4,4,4,2,4,4,2,2,2,1,1,1,1,1,1,4,2,2,2,2,4,4,4,5,5,5,5,4,5,5,5,2,2,5,4,4,4,4,2,3,2,3,1.428571429,2.428571429,5,2.857142857,4.5,5,4.833333333,2,3.333333333,2.666666667
251,4,4,4,4,4,4,4,2,1,1,1,5,1,1,1,2,2,2,2,2,1,2,1,1,2,2,4,4,4,2,2,4,4,4,4,5,5,5,4,2,2,4,2,4,4,2,2,3,2,4,4,2,2,4,5,5,5,5,5,5,5,2,4,4,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,5,4,4,2,2,4,5,5,5,5,5,5,4,2.416666667,1,1.805555556,2.5,2,2,4.333333333,2.944444444,2.5,4.777777778,3.638888889
252,4,4,2,3,4,5,1,2,2,1,1,4,3,1,2,3,4,5,4,2,2,5,3,4,4,2,3,4,3,4,5,5,5,5,5,5,5,5,2,5,1,5,1,3,5,2,2,2,2,4,3,1,2,3,5,5,5,5,5,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,3,2,1,5,3,4,3,3,2,2,2,4,1,2,4,4,5,5,3,5,4,3,1.333333333,1.428571429,1.825396825,2.75,2.714285714,2.5,2.666666667,2.638888889,2.1,4.111111111,3.105555556
253,5,5,5,4,5,5,4,2,4,2,2,3,2,3,3,4,2,1,3,1,3,2,2,2,4,4,2,2,5,4,2,4,5,5,5,5,5,5,3,5,2,2,4,2,3,4,2,2,3,1,1,5,1,1,5,5,5,5,5,5,5,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,5,5,4,4,4,2,2,4,5,4,2,4,4,4,3,3,2,1.583333333,1,1.28968254,5,1.285714286,4,2.666666667,3.888888889,3.1,3.222222222,3.161111111
254,4,4,3,3,4,3,2,2,2,4,1,4,3,3,3,4,3,5,4,5,4,2,3,3,2,2,4,4,3,2,2,3,3,4,4,4,4,4,4,2,2,3,2,3,3,3,4,3,4,2,3,3,2,4,5,4,4,3,3,4,3,3,4,4,3,3,2,2,2,2,2,4,1,2,2,3,3,2,3,2,2,3,3,2,3,4,3,4,2,2,2,3,4,4,3,4,4,4,2,5,3,3,3,2,2.916666667,2.285714286,2.638888889,3,2.714285714,2,3.666666667,2.888888889,3.1,3.333333333,3.216666667
255,5,5,3,5,5,5,1,4,5,5,4,2,3,5,4,5,5,5,5,3,2,2,4,4,1,1,3,4,5,5,5,5,4,5,4,5,5,4,4,4,1,5,2,2,1,1,1,2,1,5,5,2,5,3,5,5,5,5,5,5,5,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,3,3,2,2,5,5,1,1,2,1,1,2,3,1,2,1,1.583333333,1,1.48015873,1.75,1.857142857,2.5,4,2.75,1.3,1.666666667,1.483333333
256,5,5,2,4,3,4,2,1,1,4,4,2,1,4,2,3,1,2,2,2,2,1,2,5,4,2,2,1,5,2,3,4,1,4,5,5,5,1,1,4,2,4,3,2,2,4,5,3,5,1,1,3,1,1,5,5,5,5,3,2,4,1,4,3,2,5,2,1,1,1,5,2,1,1,1,1,3,4,2,1,1,4,2,3,2,4,5,5,5,4,5,1,2,4,2,5,5,5,2,2,5,2,4,3,2.333333333,1.857142857,2.206349206,4.5,2.428571429,4.5,2.333333333,3.777777778,3.3,3.333333333,3.316666667
257,4,4,3,4,4,4,2,1,1,1,1,5,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,4,4,5,3,4,4,4,4,4,4,5,4,3,1,5,2,4,5,2,5,3,4,1,2,2,1,2,4,4,4,4,4,2,4,2,1,3,2,2,2,2,2,2,1,3,2,2,2,2,2,4,2,2,2,3,2,2,2,4,4,5,4,4,2,4,5,5,1,5,5,5,5,5,5,5,5,4,2.166666667,2.285714286,2.293650794,3.75,2.428571429,3,4.666666667,3.805555556,3.2,4.888888889,4.044444444
258,4,2,3,4,2,3,1,1,1,1,1,5,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,4,1,3,3,1,5,2,3,3,1,2,5,5,3,4,4,2,1,5,1,1,2,1,1,2,1,1,1,3,5,4,5,5,2,5,3,3,5,4,4,5,5,4,5,5,5,2,4,3,2,4,3,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,3,5,5,5,4.083333333,4.714285714,4.027777778,5,3.285714286,5,5,5,3.4,4.777777778,4.088888889
259,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,4,1,4,4,4,4,4,1,1,5,1,1,5,1,1,1,5,1,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3.571428571,4.523809524,5,5,5,5,5,4,4.777777778,4.388888889
260,5,5,5,5,5,5,5,2,1,1,1,5,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,4,4,4,2,3,4,5,5,5,5,2,5,3,2,3,5,5,5,5,5,5,2,2,5,2,2,5,5,5,5,5,4,5,2,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,3,4,5,5,5,4,4,4,5,5,5,5,5,5,5,1.833333333,1.142857143,1.325396825,4.25,1,3.5,5,4.25,4.4,4.888888889,4.644444444
261,1,1,1,1,1,2,1,2,2,2,2,2,2,3,2,4,4,3,3,4,4,4,4,2,2,2,4,5,3,4,4,4,3,4,2,2,4,1,4,2,2,5,2,2,4,4,2,2,1,5,4,4,2,1,5,5,5,5,5,5,5,3,2,2,2,3,2,4,4,2,5,4,1,1,1,1,1,1,1,5,5,5,5,5,4,5,2,4,5,2,1,4,4,4,1,1,4,4,4,4,4,3,4,2,3.083333333,1,2.98015873,3.75,4.857142857,1.5,4,3.083333333,2.1,3.444444444,2.772222222
263,2,2,1,2,2,2,1,2,2,4,5,2,4,4,3,3,2,2,2,2,2,2,2,1,1,2,4,4,2,3,2,4,4,2,4,2,3,2,5,2,1,5,1,1,2,1,5,1,1,4,2,4,2,2,3,4,4,4,4,2,3,4,3,4,2,2,4,2,4,3,4,4,3,2,2,2,2,4,3,4,4,5,4,4,4,5,4,4,4,2,2,5,5,4,1,2,4,4,2,1,2,2,3,3,3.416666667,2.571428571,3.424603175,4,4.285714286,2,4.666666667,3.555555556,1.6,2.555555556,2.077777778
265,4,3,4,5,5,3,3,3,5,5,4,2,4,4,3,5,2,5,3,2,4,3,5,4,1,1,5,5,5,5,4,5,5,5,5,5,5,2,4,5,2,5,3,4,3,2,2,3,2,4,5,4,4,4,5,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,3,2,1,1,3,3,1,2,2,1,1,2,5,5,1,2,3,1,1,2,2,2,3,1,1.583333333,1,1.575396825,2.25,2.142857143,1,4,2.416666667,2.4,1.888888889,2.144444444
266,1,1,2,2,4,1,2,1,1,1,1,4,1,1,1,2,2,1,4,4,1,1,1,1,1,1,1,3,2,2,2,2,1,3,1,1,3,2,4,3,2,2,1,2,4,3,2,3,3,4,1,4,1,1,4,4,4,4,2,2,3,4,4,4,4,5,3,5,5,3,4,3,2,2,2,2,4,4,3,5,5,4,4,2,5,4,5,5,5,5,3,5,5,5,4,2,5,5,5,5,5,5,5,4,4,2.714285714,3.619047619,4.75,4.142857143,4,5,4.583333333,2.6,4.777777778,3.688888889
267,4,4,4,4,3,3,2,2,4,3,4,3,4,2,4,4,3,3,4,4,4,4,4,4,2,2,4,5,4,4,2,2,4,2,4,2,4,4,2,2,1,5,2,2,2,1,3,2,2,3,2,4,2,2,5,5,5,5,4,4,4,2,2,4,4,2,4,2,4,2,2,4,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,2,1,2,4,4,1,3,4,2,3,2,2,4,2,2,2.833333333,1.428571429,2.277777778,4,2.571428571,1.5,3.333333333,2.944444444,1.9,2.666666667,2.283333333
268,2,2,2,2,2,2,2,1,1,3,2,1,1,1,1,1,1,2,2,2,1,2,1,1,3,3,4,4,2,2,1,2,1,2,2,2,2,2,4,2,2,3,2,1,4,4,5,4,2,1,3,2,4,3,4,4,2,2,3,3,4,4,4,5,4,5,4,4,4,4,4,4,2,2,4,4,3,3,2,4,4,4,4,4,4,4,3,2,3,2,2,5,3,3,3,5,5,5,3,4,5,5,5,5,4.166666667,2.857142857,3.674603175,2.5,4,2,3.666666667,2.722222222,3.2,4.222222222,3.711111111
269,4,4,4,4,4,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,5,4,3,3,3,3,3,3,4,4,3,2,2,1,4,2,2,2,2,2,2,2,4,3,3,3,4,4,4,4,4,4,2,2,2,3,3,3,3,3,3,2,2,3,4,2,2,2,2,2,4,4,2,2,2,2,2,2,3,3,3,2,2,1,2,4,4,2,2,3,2,2,2,2,2,2,2,2.75,2.571428571,2.488095238,2.75,2.142857143,1.5,3.333333333,2.527777778,1.9,2.111111111,2.005555556
270,1,1,2,1,1,1,2,1,2,1,1,5,2,1,1,2,2,1,3,2,1,4,4,1,1,1,2,4,2,2,2,4,4,2,2,2,2,2,5,2,1,4,2,2,5,2,2,2,2,5,2,5,2,1,2,5,5,4,4,2,4,4,4,4,2,2,4,4,4,4,4,4,4,1,1,2,2,4,2,5,5,4,5,5,5,4,4,4,5,4,2,5,5,5,2,1,5,4,5,5,4,5,5,4,3.75,2.285714286,3.583333333,4.5,4.714285714,3,5,4.166666667,2.1,4.666666667,3.383333333
272,2,5,3,3,1,1,2,1,4,2,2,4,3,5,5,5,1,2,1,1,1,1,1,3,2,2,5,5,1,1,2,1,1,2,2,4,2,1,4,1,5,1,3,3,3,5,5,4,5,4,5,2,2,2,5,5,5,5,5,1,5,5,5,4,5,5,4,4,2,4,5,5,1,1,1,1,1,5,1,4,1,3,3,5,5,4,1,4,4,1,1,3,4,4,5,2,5,2,4,4,3,1,1,1,4.333333333,1.571428571,3.158730159,2.75,3.571428571,1,3.666666667,2.472222222,4,2.777777778,3.388888889
273,3,3,2,3,3,4,4,1,1,2,2,2,2,3,3,3,4,3,4,3,4,4,3,3,3,3,2,3,4,4,3,3,3,3,3,3,2,3,3,3,2,2,1,2,4,4,3,3,3,3,2,2,2,2,3,3,3,3,2,2,4,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,2,3,3,4,3,3,2,2,4,4,4,4,3,3,3,3,4,3,5,5,4,4,4,3,3,3,2.916666667,3.142857143,2.972222222,3.5,2.857142857,3.5,3,3.333333333,2.9,3.666666667,3.283333333
274,3,4,4,4,2,2,5,1,3,4,3,5,3,1,1,2,2,4,4,2,2,1,2,1,4,3,1,2,1,1,1,1,4,1,5,3,2,3,5,2,1,5,1,1,2,1,2,2,4,2,1,5,1,1,5,4,1,3,2,5,5,5,5,5,5,2,5,1,3,4,3,4,1,2,5,3,4,1,1,3,2,2,2,4,4,1,5,5,5,5,4,5,2,3,1,4,5,3,2,3,3,5,5,4,3.916666667,2.428571429,2.972222222,5,2.571428571,4.5,3.333333333,4.277777778,1.9,3.888888889,2.894444444
275,1,1,1,1,1,1,2,4,4,5,3,4,1,1,1,4,4,2,3,2,2,4,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5,2,1,4,1,2,2,2,4,1,1,3,1,4,1,1,4,4,2,3,3,3,4,5,4,5,5,5,5,5,5,5,5,4,2,2,4,3,3,3,2,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,2,3,2,2,1,3,5,5,5,2,4.833333333,2.714285714,4.134920635,4.75,4.857142857,4.5,5,4.75,1.9,3.222222222,2.561111111
277,5,5,4,5,4,4,5,1,1,1,1,5,1,1,1,2,1,2,4,1,1,4,1,1,2,1,1,2,4,4,1,2,1,5,2,5,5,4,4,2,4,2,4,2,5,4,5,2,4,1,2,5,2,1,5,5,5,5,1,4,2,2,2,5,4,5,1,4,1,1,2,4,1,1,1,1,5,2,4,1,1,2,1,2,2,1,4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,2.916666667,2.142857143,2.162698413,4.5,1.428571429,4.5,4.666666667,4.555555556,3.9,4.888888889,4.394444444
278,4,2,1,1,3,3,3,2,2,2,2,4,2,2,1,1,2,2,3,3,3,4,2,2,4,4,2,2,3,4,3,2,2,2,2,3,4,2,2,3,2,3,1,1,3,1,2,2,1,2,2,3,2,1,2,2,2,2,1,1,1,3,2,3,4,4,4,4,3,2,4,3,4,4,4,4,5,5,5,2,4,5,5,3,3,3,4,4,5,4,4,4,2,2,3,4,4,4,4,4,4,4,5,5,3.166666667,4.428571429,3.722222222,4,3.571428571,4,2.666666667,3.555555556,2,4.222222222,3.111111111
280,2,1,2,1,2,1,2,2,2,1,1,3,2,2,3,4,3,2,4,1,2,2,2,1,1,1,2,4,2,1,2,2,2,1,2,1,3,2,2,2,2,3,3,2,4,1,2,2,2,3,2,1,3,2,3,3,4,2,3,1,1,4,5,4,4,4,5,4,5,3,4,4,3,3,2,4,3,5,5,4,5,4,5,4,5,4,4,3,4,4,2,5,5,5,3,3,4,4,5,5,4,4,3,2,4,3.571428571,4,3,4.428571429,3,5,3.666666667,2.4,3.777777778,3.088888889
281,5,3,2,3,4,3,2,1,2,1,2,4,2,2,2,1,2,2,3,4,2,4,2,2,1,1,3,4,3,3,2,2,3,4,4,4,4,4,3,2,1,3,1,4,4,4,4,1,5,1,5,2,3,4,3,5,5,5,5,5,5,3,3,4,4,3,2,2,2,2,2,4,3,1,1,1,1,1,1,1,3,4,3,2,3,4,1,3,2,3,2,4,5,5,3,5,5,4,5,4,4,4,4,5,2.833333333,1.285714286,2.325396825,2,2.857142857,2.5,4.666666667,3.055555556,3.2,4.333333333,3.766666667
282,4,4,3,3,5,5,4,1,1,1,1,3,2,1,1,3,1,1,2,1,1,2,1,2,2,2,3,3,4,4,3,3,4,4,5,4,5,5,3,4,1,4,2,3,4,2,3,2,2,3,1,5,1,1,4,4,5,5,4,2,2,2,2,3,3,2,2,1,2,1,1,2,2,2,1,1,2,4,4,2,2,3,3,1,1,2,5,5,5,3,3,4,4,4,2,3,5,5,5,5,4,5,5,3,2,2.285714286,2.095238095,5,2,3,4,4,2.4,4.444444444,3.422222222
285,2,3,4,2,2,4,3,1,4,1,1,5,1,1,1,1,1,2,2,1,2,3,1,1,2,1,2,1,3,4,2,5,2,2,4,3,3,2,4,3,3,2,1,4,5,4,2,2,5,2,2,5,1,1,3,5,5,5,3,2,4,3,2,4,1,4,4,2,3,3,4,3,3,1,1,1,3,4,2,4,3,2,4,4,2,3,4,5,5,4,5,5,4,5,4,4,5,2,5,5,5,5,5,5,3.083333333,2.142857143,2.78968254,4.75,3.142857143,4.5,4.666666667,4.638888889,3.4,4.666666667,4.033333333
286,5,4,5,5,4,2,3,1,2,3,2,2,4,2,2,5,1,3,2,2,1,2,2,1,2,4,4,4,4,4,4,2,2,3,2,4,4,2,3,2,1,3,2,3,3,2,2,3,2,2,2,5,2,1,4,5,4,4,5,5,2,2,2,2,4,4,3,4,2,2,4,4,2,1,2,2,1,1,4,1,2,1,1,2,4,3,4,4,5,2,2,5,4,2,3,4,5,4,3,4,2,4,4,1,3,1.857142857,2.285714286,4.5,2,2,3.666666667,3.388888889,2.5,3.222222222,2.861111111
287,1,5,4,2,4,3,1,1,2,1,1,4,4,1,1,2,2,1,2,2,2,4,1,1,1,1,1,1,3,2,5,1,1,1,2,1,1,3,5,4,1,5,3,1,4,2,5,2,3,4,1,4,1,1,5,5,3,2,3,1,4,3,4,1,5,5,5,4,5,5,3,2,1,1,3,4,3,5,2,5,1,2,4,2,3,5,5,5,5,5,5,5,5,5,1,2,5,4,5,5,2,5,5,4,3.916666667,2.714285714,3.257936508,4.75,3.142857143,5,5,4.916666667,2.4,4.333333333,3.366666667
288,1,4,3,2,1,1,3,2,1,1,1,5,3,2,2,3,1,3,3,1,3,1,1,1,1,3,1,2,3,1,2,1,2,2,5,3,3,3,4,3,3,2,4,5,5,4,5,4,4,4,1,5,1,1,4,3,4,5,5,3,5,3,5,4,5,4,4,1,3,3,3,3,2,3,2,1,1,3,1,5,2,3,4,5,5,3,5,5,5,5,4,5,5,3,4,2,4,5,5,5,3,4,4,3,3.5,1.857142857,3.071428571,5,3.857142857,4.5,4.333333333,4.611111111,4,4.222222222,4.111111111
290,1,1,2,2,1,1,1,1,2,1,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,5,1,5,1,1,1,1,1,5,2,4,2,1,2,5,4,4,4,4,2,1,5,2,2,5,5,5,5,5,1,1,2,4,1,5,1,5,5,5,5,5,4,1,1,1,1,1,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,4,4,5,4,5,5,4,5,5,5,3.916666667,2.142857143,3.591269841,4.5,4.714285714,5,5,4.833333333,3.6,4.666666667,4.133333333
291,4,5,4,4,2,3,2,1,2,2,1,4,2,1,3,1,4,4,4,1,4,5,2,1,1,1,3,5,3,1,1,4,4,2,1,2,3,1,5,1,2,4,1,2,4,5,5,2,5,5,1,5,1,1,5,4,4,4,4,4,2,3,5,5,2,2,4,5,4,3,5,5,1,2,2,2,2,2,4,2,1,2,2,4,3,4,5,5,5,3,1,5,5,5,2,1,5,4,4,5,4,5,3,5,4,2.142857143,2.904761905,5,2.571428571,2,5,4,2.9,4.333333333,3.616666667
292,4,4,3,2,3,4,4,4,3,2,3,4,2,2,3,5,1,3,2,1,2,1,2,2,1,1,1,1,4,1,2,4,2,4,5,4,2,3,5,2,4,2,4,5,2,5,4,2,5,1,2,4,1,2,5,5,5,5,2,5,2,2,5,4,2,4,2,1,2,4,3,4,1,1,1,1,4,1,4,2,2,3,4,3,2,2,4,5,4,5,5,4,5,5,4,5,2,3,4,3,4,4,3,1,3.166666667,1.857142857,2.531746032,4.25,2.571428571,5,4.666666667,4.638888889,4,3.111111111,3.555555556
293,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,2,2,4,4,2,2,2,4,4,4,5,5,5,5,5,4,4,4,3,2,4,1,4,1,2,4,2,2,2,2,4,5,1,4,5,5,5,5,5,5,5,5,2,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,4,2,2,2,2,4,1,2,1,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,1.666666667,1,1.746031746,1.25,2.571428571,2,4,2.416666667,2,2,2
294,2,3,4,5,5,4,4,3,2,2,2,4,3,3,2,3,1,1,2,1,2,2,1,3,3,2,2,1,3,3,4,4,2,5,4,3,4,4,3,4,2,4,3,3,3,3,2,3,3,2,3,2,4,4,5,5,5,5,4,4,5,3,3,2,2,4,1,2,3,2,2,2,1,1,1,1,2,2,1,4,3,2,1,1,2,2,3,2,2,4,5,3,3,4,2,4,3,4,4,4,3,3,4,3,2.416666667,1.285714286,1.948412698,2.25,2.142857143,4.5,3.333333333,3.361111111,2.8,3.555555556,3.177777778
295,1,1,2,2,1,1,3,2,2,1,1,4,2,2,2,2,3,1,3,2,2,1,2,1,2,2,1,2,1,3,4,2,2,2,1,1,1,1,4,1,2,1,1,1,4,2,2,2,2,2,1,4,1,1,5,4,4,4,4,4,4,5,3,2,4,4,4,5,5,5,5,5,1,2,2,2,2,2,2,5,5,4,4,5,5,3,5,5,5,5,4,5,4,4,5,4,4,4,5,5,4,4,4,4,4.25,1.857142857,3.511904762,4.75,4.428571429,4.5,4.333333333,4.527777778,2.5,4.222222222,3.361111111
296,5,4,2,4,5,5,4,2,5,5,5,1,2,2,4,4,2,2,4,2,4,2,2,2,4,5,1,2,5,5,4,5,4,4,4,5,5,5,2,5,1,5,1,1,1,1,2,2,1,4,2,4,1,1,2,4,5,5,5,2,2,1,1,2,1,2,2,2,1,1,1,1,4,2,1,1,1,4,4,1,2,4,2,1,1,2,4,5,5,5,4,4,2,1,1,2,4,1,1,1,4,4,2,2,1.416666667,2.428571429,1.900793651,4.5,1.857142857,4.5,2.333333333,3.777777778,1.3,2.222222222,1.761111111
297,2,1,3,4,2,2,2,1,1,2,1,4,2,3,1,2,2,1,2,2,2,2,1,1,1,1,2,3,3,4,4,2,2,2,3,3,4,2,2,3,1,2,1,2,4,2,5,3,3,2,2,4,2,2,5,5,5,5,5,4,5,3,2,2,4,4,4,3,3,2,4,3,1,1,1,1,1,2,1,4,5,3,2,4,4,4,4,4,4,4,3,5,5,5,4,4,5,5,4,5,4,3,5,4,3,1.142857143,2.619047619,4,3.714285714,3.5,5,4.166666667,2.9,4.333333333,3.616666667
299,2,2,4,3,3,4,4,1,3,2,1,5,2,1,1,2,4,3,3,2,2,4,3,2,2,2,2,3,3,4,4,5,3,4,4,3,3,3,3,3,2,4,1,3,4,2,3,3,2,3,2,3,2,2,3,3,3,3,3,2,3,3,2,2,1,3,2,2,3,3,3,3,3,3,3,3,3,4,3,4,4,2,3,3,2,2,4,4,4,4,3,4,4,4,2,3,5,3,4,5,4,5,5,4,2.5,3.142857143,2.833333333,3.75,2.857142857,3.5,4,3.75,2.5,4.444444444,3.472222222
